M12001,Micro,_,3730,3750,3830,3890,3850,3800,3700,3750,3790,3830,3890,3890,3890,3870,3910,3940,3910,3840,_,_,3677.854252,3651.067132,3633.005737,3623.926202,3610.195452,3594.316257,3486.209606,3494.69046,3540.013794,3596.546593,3634.040294,3651.880041,3569.356642,3612.982774,3612.547087,3611.102206,3597.515622,3581.498221,_,FALSE,6.390903533,_,2.181980094,2.17731155,2.571945865,2.840271378,2.863560224,4.105343875,1.950325885,_,0.731957884,7.733821287,2.530443187,2.151275043,0.948492921,8.2608996,_,_,_,4.794674844,_,1.679885437,1.66660596,1.966635788,2.168985745,2.186422723,3.112318336,1.496948391,_,0.568665798,6.316369244,1.936424258,1.693632919,0.731751216,6.147344982
M12002,Micro,_,2940,2950,2980,3000,2980,2960,2890,2900,2930,2970,3020,3050,3040,3030,3030,3030,3030,2980,_,_,2925.852991,2927.80173,2904.43814,2891.86982,2888.05576,2886.301141,2828.682156,2828.79845,2851.349753,2890.120283,2919.732557,2935.899534,2908.726539,2919.997808,2918.673985,2911.518105,2903.090025,2901.357128,_,FALSE,2.955087409,_,1.510723672,1.760822544,1.567996579,2.550339294,2.395348328,1.585974219,0.806778695,_,1.190439607,2.353143928,2.91982215,0.681119725,6.76968062,15.89742702,_,_,_,2.661761847,_,1.375250501,1.587326348,1.418900106,2.294187921,2.15594387,1.431993843,0.737748001,_,1.081442912,2.17323536,2.626026622,0.623429908,5.930900103,13.4401203
M12003,Micro,_,5770,5790,5660,5650,5670,5640,5590,5590,5610,5720,5860,5950,5920,5950,5870,5800,5800,5760,_,_,5807.491627,5822.920142,5758.853544,5700.878542,5696.243048,5690.688782,5584.559122,5576.109223,5598.004716,5659.613541,5738.704298,5811.141294,5791.021257,5814.500606,5750.087602,5691.815026,5687.155171,5681.571605,_,FALSE,1.28121943,_,2.138044263,1.330808658,0.720087675,0.825514275,0.755107857,3.458921677,1.753595185,_,0.734885267,17.52442951,0.975931976,6.292114296,1.298674237,7.65191255,_,_,_,1.145785074,_,1.90850668,1.196045823,0.642261826,0.73475654,0.671243384,3.030143481,1.550348797,_,0.656011077,17.47745081,0.868196444,5.825714847,1.155775138,6.581880161
M12004,Micro,_,4160,4180,4060,4040,4070,4050,4010,4030,4040,4100,4210,4280,4250,4270,4190,4130,4130,4100,_,_,4202.132998,4226.677888,4161.531091,4114.870725,4117.071042,4109.974314,4034.692863,4031.166905,4048.12528,4093.422368,4159.950998,4215.926062,4209.049518,4221.66148,4158.261597,4111.478032,4113.681628,4106.564856,_,FALSE,0.923620938,_,3.068430525,1.27585531,1.269322123,1.203727667,1.091494479,2.401078076,4.017803868,_,0.897860458,18.95983549,0.845835229,7.202657806,0.938060836,8.442820656,_,_,_,0.73977822,_,2.468158469,1.026314314,1.021171389,0.967454318,0.874947723,1.94746265,3.274856909,_,0.716905032,17.04102456,0.675775498,5.991434624,0.750109485,6.47475182
M12005,Micro,_,3950,3940,3920,3910,3860,3830,3670,3720,3750,3830,3900,3980,4030,4000,3970,3930,3850,3770,_,_,3894.666796,3849.109122,3869.777992,3778.709803,3833.477957,3724.882682,3618.444531,3547.248817,3688.070139,3684.446769,3818.943347,3812.59588,3858.398462,3821.444107,3865.347592,3772.922195,3777.612108,3698.441925,_,FALSE,2.750371792,_,2.111863509,0.8080258,0.766324579,0.919602426,0.878479924,4.336346471,0.714227764,_,0.978173006,14.39256154,0.943624128,4.629278151,2.653503413,2.08354016,_,_,_,1.986240745,_,1.54040404,0.592484138,0.561974172,0.674025718,0.644084306,3.109432776,0.523007359,_,0.715348104,11.53731189,0.69130766,3.475645792,1.9174839,1.519446162
M12006,Micro,_,1690,1720,1730,1760,1860,1880,1710,1690,1710,1730,1740,1790,1810,1820,1830,1820,1870,1870,_,_,1611.759361,1628.893707,1626.218643,1642.136756,1697.572681,1716.790849,1575.845472,1546.087813,1547.387611,1569.698067,1602.468196,1618.519943,1602.394476,1619.537459,1616.861053,1632.787117,1688.250089,1707.477409,_,FALSE,9.0493601,_,5.680864743,5.577121127,5.363055002,5.385214229,5.449166907,5.711721418,7.482094678,_,4.695602712,2.131671617,4.760013581,3.188102145,5.597348556,3.33865545,_,_,_,4.756961595,_,3.06369248,2.989541577,2.875482665,2.889584117,2.922921471,3.059547087,3.969143708,_,2.521409084,1.163860831,2.558694346,1.739009411,3.006390157,1.831369248
M12007,Micro,_,7720,7770,7780,7850,7940,7980,7700,7680,7760,7820,7910,8050,8010,8050,8040,8000,8050,8050,_,_,7415.84958,7508.114582,7491.14993,7491.367874,7511.663916,7519.946341,7184.876439,7162.793861,7191.469626,7295.459792,7421.209668,7509.113351,7394.444865,7486.709909,7469.745259,7469.963203,7490.259245,7498.54167,_,FALSE,6.272060146,_,2.004249939,2.478366923,2.656240419,2.725055824,2.723502833,3.621847457,4.557206564,_,2.787959118,10.65975828,2.746824001,1.964670293,3.249251981,1.538162469,_,_,_,5.339797682,_,1.7537253,2.150521221,2.303220754,2.362132232,2.360738286,3.125489379,3.914024836,_,2.416547941,10.08392047,2.380204128,1.762389468,2.813419421,1.348932305
M12009,Micro,_,1210,1240,1250,1280,1370,1380,1240,1220,1230,1250,1260,1300,1320,1330,1330,1330,1370,1380,_,_,1198.419316,1228.586948,1234.7864,1252.731831,1304.50834,1319.815697,1207.681341,1179.482022,1180.028426,1192.486867,1211.509551,1223.293344,1214.661233,1230.689963,1232.971294,1249.532577,1301.489229,1316.751797,_,FALSE,4.399821894,_,8.264142032,7.638552653,6.977469846,7.154729064,7.315539359,2.043269905,9.061553372,_,6.695729957,2.771232128,6.554906519,4.570790332,5.022455314,4.0322993,_,_,_,1.998087747,_,3.697329184,3.404262613,3.113831293,3.196354804,3.265597042,0.938354548,4.00823579,_,2.983873816,1.265396085,2.932146862,2.077456566,2.252498497,1.858422651
M12010,Micro,_,6506,6557,6520,6520,6604,6594,6485,6501,6527,6596,6659,6730,6644,6656,6669,6699,6722,6708,_,_,6364.500328,6483.636137,6490.415279,6499.395134,6569.702818,6612.906309,6351.198522,6309.805189,6358.29974,6449.759373,6475.519586,6516.708719,6373.144045,6440.343716,6451.48475,6521.065243,6514.61444,6556.54597,_,FALSE,2.207006492,_,1.182077441,0.623248484,0.661708796,0.80922622,0.794975355,7.718716,7.685226364,_,0.66441883,3.205378586,0.775954283,1.205188122,3.004530835,5.672377067,_,_,_,2.107010066,_,1.140452428,0.604374815,0.638041572,0.77954789,0.765484415,7.174912005,7.144861922,_,0.643968791,3.157551564,0.747967194,1.172557389,2.863364828,5.62674887
M12011,Micro,_,3510,3560,3540,3540,3570,3600,3510,3510,3480,3490,3520,3520,3510,3550,3590,3630,3520,3510,_,_,3543.807424,3566.559086,3571.635137,3552.792457,3548.787346,3569.573847,3490.291594,3498.29086,3505.056627,3491.691098,3505.986912,3531.287816,3510.159375,3532.914476,3537.991225,3519.148686,3515.143604,3535.93011,_,FALSE,0.674520367,_,0.909439963,1.580543359,0.808710993,0.876821648,0.912184807,1.477442815,2.561002137,_,1.978385712,5.287289944,0.769141432,1.218621575,0.881990516,2.203243093,_,_,_,0.772272782,_,1.039758608,1.793911039,0.923914992,1.002555323,1.042419942,1.695707515,2.890484481,_,2.237550516,6.238551651,0.878057729,1.397209217,1.008584586,2.535576855
M12012,Micro,_,2554,2566,2552,2662,2629,2583,2518,2506,2519,2485,2485,2472,2489,2421,2478,2529,2513,2498,_,_,2462.151939,2444.700373,2469.481946,2472.426379,2474.222477,2480.572602,2502.746323,2491.712996,2497.994911,2513.303157,2502.873697,2501.646114,2511.954945,2499.732072,2523.013375,2525.850736,2527.581683,2533.70245,_,FALSE,2.35471078,_,3.105534524,2.304983623,3.044459561,2.843489681,2.560976365,4.933907571,4.076790464,_,2.271908231,4.534402275,3.097206896,3.064224662,3.137729464,8.935968226,_,_,_,2.706669372,_,3.547457882,2.649309523,3.479181415,3.254151223,2.936689352,5.567551871,4.625689439,_,2.611922325,5.127481949,3.536094368,3.500933775,3.582546092,9.873435135
M12013,Micro,_,8964.5,9135,9034.1,9423.5,9385.5,9298.8,8838.2,8796.1,8766.1,8672.7,8747.2,8701.4,8736.4,8594.6,8896,9180.3,8845.8,8768,_,_,8641.255103,8623.877677,8748.574064,8706.942177,8711.051489,8776.388706,8701.970964,8666.669938,8707.250022,8733.052056,8727.416109,8763.57892,8769.210494,8756.938613,8880.482053,8839.380486,8843.437247,8907.944931,_,FALSE,2.60745691,_,2.979112601,2.925244562,3.152095912,3.153911733,3.071492219,4.007524045,5.960641883,_,4.364821927,3.872665419,2.880067546,2.64378562,3.585291665,6.804590691,_,_,_,2.463276943,_,2.806612749,2.757098766,2.965197887,2.966860984,2.891342242,3.74478582,5.500473728,_,4.067870176,3.676506471,2.714759894,2.497640607,3.360105594,6.248752014
