M30801,Industry,_,10000,10100,10000,10000,9900,9900,10000,9800,10000,9900,9900,9900,10000,10000,10000,10100,10000,10000,_,_,10020.10476,10070.95051,10052.03563,10074.10786,10085.21985,10074.80343,10086.4266,10102.1772,10095.46239,10122.88751,10143.1832,10160.1146,10152.53285,10150.63081,10165.98108,10164.82138,10177.07465,10167.09467,,,1.452811056,_,0.501965411,1.220222806,1.523297284,0.585546792,0.695937209,3.475307984,3.976451122,_,1.497391415,0.501965411,0.986465873,0.959059266,1.293629431,8.386891136,_,_,_,3.16043742,_,1.08411215,2.651201188,3.315563552,1.265440175,1.505545516,7.650002799,8.770434895,_,3.258527616,1.08411215,2.139049142,2.078756131,2.810378011,17.40987747
M30802,Industry,_,9800,10100,10100,10300,10000,10000,10100,10000,10100,10100,10100,10200,10300,10300,10400,10400,10500,10500,_,_,9952.956153,9978.89442,10009.92599,10077.79966,10092.9149,10086.97751,10138.86276,10167.50182,10142.3625,10162.22318,10186.97448,10226.72375,10284.00307,10309.94133,10340.9729,10408.84657,10423.96181,10418.02442,,,0.790897044,_,3.819484612,1.413910922,1.91962376,2.094338423,2.192812197,2.660514939,5.968471469,_,1.58747411,14.14520297,1.464963811,5.477902688,1.720751624,28.74746337,_,_,_,1.021694213,_,4.886446886,1.835077654,2.483489152,2.708158791,2.833529597,3.427120202,7.538385339,_,2.058653523,16.996337,1.901252727,6.935253661,2.231717494,32.64579467
M30803,Industry,_,10000,10000,10000,10000,10000,10000,10000,10000,10100,10100,10100,10100,10000,10000,10000,10000,10100,10100,_,_,10119.81096,10104.40269,10078.35762,10104.94413,10157.73407,10194.73454,10263.2198,10343.46505,10354.004,10379.54294,10379.9954,10385.44762,10366.81049,10351.40222,10325.35715,10351.94366,10404.7336,10441.73407,,,2.459560408,_,0.663349917,1.15720695,1.480216614,0.648108864,0.607112915,0.93058503,0.821857268,_,1.651977342,9.530360246,1.206705706,4.221524793,0.519470741,19.51568678,_,_,_,5.586391469,_,1.487179487,2.611476945,3.346855725,1.456904486,1.364439364,2.095594201,1.823520395,_,3.735993452,22.67948718,2.723414107,9.706840516,1.16372854,39.79902604
M30804,Industry,_,990,1000,1000,970,1020,980,990,990,1010,1070,1030,1070,1070,1040,1030,1040,1010,1030,_,_,983.0088911,997.0423735,1004.099475,994.8651283,986.7679854,977.8747027,968.665408,984.9748826,980.3095245,986.6191496,975.7636551,966.8596719,954.7599858,963.4857531,970.7179112,961.2123847,952.8734147,943.7100568,,,4.676377655,_,5.906827382,5.167686027,5.038395439,3.620355038,3.891517405,9.152945841,5.490286484,_,5.65343551,99.87234573,5.114777311,28.09724041,3.495073423,18.52968927,_,_,_,2.340286425,_,2.938112306,2.579294321,2.516974128,1.828145405,1.96096861,4.469620838,2.73455585,_,2.813791109,31.37682198,2.553609833,12.20881787,1.766649406,10.35711886
M30805,Industry,_,1131.805,1140.8537,1246.892,1325.9226,1306.0018,1225.9015,1247.1269,1252.5062,1312.4954,1248.3513,1141.7682,1225.2572,1268.3974,1325.4237,1316.0917,1423.8595,1406.5915,1242.7962,_,_,1194.062668,1168.597599,1236.707907,1321.381289,1309.003835,1251.799269,1165.83353,1168.924525,1237.148105,1185.405268,1151.818152,1207.402954,1260.771235,1228.057158,1301.961684,1394.133432,1380.639698,1318.365694,,,3.193896619,_,11.17418991,6.595666727,10.59798877,5.731780475,6.144092802,31.45785758,33.23068227,_,18.09707134,33.291304,5.934190987,18.18841265,19.57992471,21.09151707,_,_,_,0.589233865,_,2.021694659,1.212409791,1.924436086,1.057896522,1.131855413,5.119389559,5.366120565,_,3.12148792,5.300214767,1.095062311,3.140925436,3.355971136,3.615353613
M30806,Industry,_,10280.508,10111.461,11140.826,11981.675,12612.916,12247.411,11327.481,11156.925,11315.559,10299.303,10236.464,10627.878,10124.977,10888.475,11396.251,12315.942,12181.951,10870.86,_,_,9984.608065,9726.490069,10894.78495,12096.03644,12328.92274,11993.83703,10630.79929,10111.97992,11325.14533,10728.83052,10355.3236,10707.44536,10531.3784,10246.46173,11472.24941,12732.13293,12976.33404,12624.96272,,,3.991108207,_,9.061506306,7.775760778,4.180471016,8.772974365,8.401893898,15.68700138,18.84136886,_,13.01311533,6.794133982,3.635090729,5.643744221,22.17135755,20.79441446,_,_,_,0.579838389,_,1.29101676,1.118329196,0.597332024,1.252639187,1.203008515,2.139850592,2.528447289,_,1.802335972,0.989964975,0.51930597,0.822412903,2.829120774,2.76239032
M30807,Industry,_,5534.8,5568.8,5603.3,5650.4,5636.2,5667.8,5681.8,5699.8,5741.8,5792.2,5826.1,5882.7,5945.8,5982.5,6007.6,6033.8,6061.8,6091.4,_,_,5598.489844,5623.270169,5617.338212,5618.956559,5619.286358,5634.990796,5628.530848,5592.584721,5629.509251,5654.709216,5679.259449,5692.019378,5724.905215,5749.68554,5743.753583,5745.37193,5745.701729,5761.406167,,,2.496481248,_,4.612367648,3.269834327,4.612427039,4.051315147,3.999052031,3.723971791,5.463585876,_,0.955321078,1.427780825,3.873693368,1.238680477,5.625854274,17.96703451,_,_,_,3.817628053,_,6.946514033,4.968697106,6.946600574,6.123402679,6.046371568,5.645665035,8.174040218,_,1.482998985,2.201555552,5.862570005,1.915827091,8.414474969,25.21107437
M30808,Industry,_,7332.8,7363.5,7394.5,7443.4,7413.6,7418.6,7432.5,7454,7488.4,7517.2,7553.1,7601,7654.7,7690.4,7707.5,7718.3,7732.8,7725.7,_,_,7320.477065,7349.058509,7349.424032,7347.353286,7340.847743,7322.569862,7342.240382,7320.655259,7335.072347,7334.345079,7358.959433,7378.027439,7416.10673,7455.762613,7453.078585,7452.841752,7446.608655,7429.10059,,,2.139345822,_,2.864019926,2.058039363,2.258813842,2.28500167,2.312068329,4.58634553,8.716695815,_,2.465377652,0.971082326,2.398367525,1.326135198,3.657804345,7.335145586,_,_,_,3.977117344,_,5.301133553,3.829136882,4.197368239,4.245305094,4.294399767,8.388043026,15.62080173,_,4.575583986,1.831873772,4.451389786,2.482972111,6.733943505,13.23905054
M30809,Industry,_,3224,3232.8,3226.5,3242.4,3245.5,3238.9,3239.9,3268.7,3270.1,3293.2,3296.3,3302.5,3314.8,3309.4,3300.7,3299,3303.7,3288.7,_,_,3243.87586,3278.65783,3266.596917,3272.298813,3278.236817,3264.115775,3259.980515,3258.489596,3271.271017,3289.907673,3310.113471,3320.161414,3347.844345,3382.28532,3369.762175,3375.68255,3381.848165,3367.18599,,,1.122680418,_,1.819933209,0.80149392,1.688537151,1.647042548,1.358661259,1.027780703,12.0813853,_,1.334125039,2.652144657,1.255971978,0.800707206,2.240701513,9.642436016,_,_,_,1.959197775,_,3.122251095,1.380237774,2.897604773,2.826937747,2.335611765,1.76741888,19.67870842,_,2.336252831,4.526076642,2.16242142,1.382647828,3.834272873,15.89266123
M30810,Industry,_,1522.5,1495.9,1542.7,1578.6,1605.4,1572.2,1532.5,1495.7,1480.6,1483.9,1464.8,1436.9,1420,1364.3,1372.3,1336,1327.6,1318.6,_,_,1524.558097,1513.803353,1526.098264,1533.521421,1518.285575,1566.227922,1569.761438,1564.913008,1560.569269,1566.667451,1549.757935,1568.874339,1558.41974,1546.441924,1560.138182,1568.431723,1551.429277,1605.200849,,,7.170576473,_,6.373507462,6.649697158,6.535256782,6.520354429,6.560663125,5.435417,5.450545309,_,5.810407311,26.28046004,6.519028035,4.197186598,5.051693851,5.157896206,_,_,_,4.623373499,_,4.080229321,4.266748159,4.18930954,4.179247923,4.206495351,3.453777936,3.463712379,_,3.703408498,14.01277689,4.17923802,2.648022679,3.200248787,3.269135184
