N   1,6,5550.22,6152.23,6648.95,6965.22,7038.06,6807.54,,,,,,,,,,,,
N   2,6,4252.63,4227.97,4204.99,4185.64,4170.54,4159.82,,,,,,,,,,,,
N   3,6,3647.42,3688.29,3708.31,3706.09,3680.94,3632.26,,,,,,,,,,,,
N   4,6,5070.03,5569.07,5924.34,6086.74,6013.09,5655.45,,,,,,,,,,,,
N   5,6,5373.88,5351.71,5338.91,5335.61,5341.75,5357.23,,,,,,,,,,,,
N   6,6,4373.53,4615.47,4800.69,4905.27,4913.03,4811.2,,,,,,,,,,,,
N   7,6,5012.86,5105.65,5165.43,5185.98,5163.69,5096.12,,,,,,,,,,,,
N   8,6,9593.77,10784.81,11548.58,11841.23,11655.9,10993.47,,,,,,,,,,,,
N   9,6,5553.85,5797.55,5956.28,6012.66,5956.52,5778.26,,,,,,,,,,,,
N  10,6,9909.06,10168.36,10357.75,10458.52,10459.44,10352.91,,,,,,,,,,,,
N  11,6,5780.96,6523.59,7083.47,7373.05,7309.51,6797.21,,,,,,,,,,,,
N  12,6,4515.44,4670.31,4774.77,4819.51,4800.25,4715.21,,,,,,,,,,,,
N  13,6,6088.37,6448.96,6759.68,6976.54,7071.48,7024.83,,,,,,,,,,,,
N  14,6,2924.08,2869.14,2831.41,2810.94,2807.27,2819.95,,,,,,,,,,,,
N  15,6,5868.69,6438.68,6903.44,7194.73,7257.64,7041.79,,,,,,,,,,,,
N  16,6,6033.81,6208.83,6339.68,6412.99,6420.96,6358.43,,,,,,,,,,,,
N  17,6,6294.4,6574.97,6772.95,6867.11,6846.09,6700.66,,,,,,,,,,,,
N  18,6,7588.94,7673.81,7711.49,7694.49,7618.37,7480.11,,,,,,,,,,,,
N  19,6,6276.85,6639.63,6909.17,7053.87,7050.32,6878.57,,,,,,,,,,,,
N  20,6,11111.02,12191.2,12999.71,13423.1,13375.65,12769.96,,,,,,,,,,,,
N  21,6,9518.5,9910.97,10166.78,10262.24,10181.94,9911.75,,,,,,,,,,,,
N  22,6,4083.44,4285.1,4424.39,4489.41,4472.36,4366.04,,,,,,,,,,,,
N  23,6,3317.37,3319.44,3321.81,3324.92,3328.82,3333.48,,,,,,,,,,,,
N  24,6,6860.5,7550.46,8132.49,8518.1,8638.23,8431.52,,,,,,,,,,,,
N  25,6,5473.63,6042.91,6509.39,6802.05,6862.38,6635.37,,,,,,,,,,,,
N  26,6,7754.39,8129.78,8402.8,8537.71,8509.55,8298.19,,,,,,,,,,,,
N  27,6,2612.78,2699.24,2753.89,2770.77,2747.22,2682.18,,,,,,,,,,,,
N  28,6,12573.27,13480.76,14047.71,14239.88,14050.59,13479.9,,,,,,,,,,,,
N  29,6,5812.19,6272.99,6611.78,6792.61,6790.03,6578.96,,,,,,,,,,,,
N  30,6,5817.98,6075.65,6269.05,6374.46,6376.27,6262.75,,,,,,,,,,,,
N  31,6,7471.85,8032.67,8440.54,8643.38,8605.77,8293.92,,,,,,,,,,,,
N  32,6,6049.04,6655.26,7096.76,7312.26,7249.86,6853.56,,,,,,,,,,,,
N  33,6,3341.12,3354.43,3359.3,3355.23,3342.08,3319.79,,,,,,,,,,,,
N  34,6,8298.27,8594.84,8782.51,8843.68,8768.09,8546.2,,,,,,,,,,,,
N  35,6,3647.42,3688.29,3708.31,3706.09,3680.94,3632.26,,,,,,,,,,,,
N  36,6,3394.45,3768.57,4039.79,4183.36,4188.44,4050.77,,,,,,,,,,,,
N  37,6,1370.08,1399.52,1414.44,1413.87,1397.65,1365.8,,,,,,,,,,,,
N  38,6,8532.11,9223.5,9728.97,10002.85,10024.22,9784.36,,,,,,,,,,,,
N  39,6,3509.72,3815.18,4034.55,4138.88,4105.08,3909.24,,,,,,,,,,,,
N  40,6,2763.28,3031.36,3199.01,3256.52,3202.15,3035.98,,,,,,,,,,,,
N  41,6,5462.16,5672.56,5799.23,5833.87,5774.83,5622.09,,,,,,,,,,,,
N  42,6,4343.68,4889.88,5362.54,5685.54,5794.52,5628.02,,,,,,,,,,,,
N  43,6,8402.35,9144.42,9685.49,9977.06,9997.46,9737.95,,,,,,,,,,,,
N  44,6,5113.96,5435.76,5698.43,5868.25,5922.79,5845,,,,,,,,,,,,
N  45,6,5500.61,5816.3,6032.83,6126.2,6079.99,5878.71,,,,,,,,,,,,
N  46,6,5905.08,6462.86,6907.88,7172.65,7202.75,6947.57,,,,,,,,,,,,
N  47,6,4511.05,4601.82,4650.06,4651.13,4602.38,4501.46,,,,,,,,,,,,
N  48,6,4749.94,5224.84,5523.34,5627.71,5534.58,5244.01,,,,,,,,,,,,
N  49,6,4544.78,4648.67,4705.79,4712.85,4669.32,4575.25,,,,,,,,,,,,
N  50,6,5621.23,5901.04,6085.3,6154.67,6096.03,5896.8,,,,,,,,,,,,
N  51,6,4973.81,4937.72,4917.28,4913.13,4925.07,4952.8,,,,,,,,,,,,
N  52,6,6355.56,6785.56,7124.43,7329.23,7368.74,7217.05,,,,,,,,,,,,
N  53,6,8440.3,9111.04,9583.16,9795.94,9701.82,9251.96,,,,,,,,,,,,
N  54,6,6251.75,6434.19,6560.69,6615.88,6591.67,6482.64,,,,,,,,,,,,
N  55,6,3425.49,3604.26,3719.75,3759.4,3714.46,3576.03,,,,,,,,,,,,
N  56,6,6266.36,7107.31,7809.34,8256.2,8346.13,7975.22,,,,,,,,,,,,
N  57,6,4178.61,4580.84,4919.03,5143,5214.12,5098.6,,,,,,,,,,,,
N  58,6,4526.29,4719.25,4853.16,4914.17,4894.72,4788.59,,,,,,,,,,,,
N  59,6,4811.26,4954.39,5054.65,5103.66,5097.74,5034.21,,,,,,,,,,,,
N  60,6,6695.62,6791.39,6848.59,6864.62,6838.32,6768.6,,,,,,,,,,,,
N  61,6,8177.73,8826.31,9287.28,9507.15,9444.32,9056.13,,,,,,,,,,,,
N  62,6,7259.38,7773.09,8130.71,8288,8212.51,7871.76,,,,,,,,,,,,
N  63,6,4798.12,5054.31,5239.68,5329.61,5306.15,5154.17,,,,,,,,,,,,
N  64,6,2737.63,2943.32,3084.49,3144.46,3109.7,2965.94,,,,,,,,,,,,
N  65,6,5300.43,5801.32,6228.87,6520.04,6627.42,6510.7,,,,,,,,,,,,
