N   1,6,5553.26,6246.45,7026.18,7903.23,8889.77,9999.45,,,,,,,,,,,,
N   2,6,4287.75,4346.3,4405.64,4465.79,4526.76,4588.57,,,,,,,,,,,,
N   3,6,3558.91,3592.94,3627.3,3661.98,3697,3732.35,,,,,,,,,,,,
N   4,6,4878.4,5137.57,5410.51,5697.95,6000.66,6319.45,,,,,,,,,,,,
N   5,6,5470.18,5451.63,5433.13,5414.7,5396.34,5378.03,,,,,,,,,,,,
N   6,6,4320.28,4558.37,4809.58,5074.63,5354.29,5649.36,,,,,,,,,,,,
N   7,6,6592.1,7427.11,5647.96,5940.29,6601.66,8485.67,,,,,,,,,,,,
N   8,6,8504.96,17021.57,19729.82,20245.41,40518.53,46965.32,,,,,,,,,,,,
N   9,6,5247.99,5366.13,5486.94,5610.46,5736.76,5865.91,,,,,,,,,,,,
N  10,6,10363.9,11245.99,12203.16,13241.79,14368.82,15591.78,,,,,,,,,,,,
N  11,6,5521.63,6169.98,6894.47,7704.03,8608.65,9619.49,,,,,,,,,,,,
N  12,6,5709.88,6632.64,7704.52,8949.62,10395.95,12076.01,,,,,,,,,,,,
N  13,6,6558.38,7201.12,7903.71,8673.18,9516.67,10441.72,,,,,,,,,,,,
N  14,6,2782.27,2782.27,2782.27,2782.27,2782.27,2782.27,,,,,,,,,,,,
N  15,6,5760.34,6271.9,6828.9,7435.36,8095.68,8814.64,,,,,,,,,,,,
N  16,6,6100.96,6334.65,6577.3,6829.24,7090.82,7362.43,,,,,,,,,,,,
N  17,6,6342.68,6735.08,7151.75,7594.19,8064.02,8562.9,,,,,,,,,,,,
N  18,6,9691.03,10382.77,11123.88,11917.89,12768.58,13679.99,,,,,,,,,,,,
N  19,6,5993.13,6398.63,6831.57,7293.8,7787.3,8314.2,,,,,,,,,,,,
N  20,6,11382.44,13084.23,15040.45,17289.13,19874.03,22845.38,,,,,,,,,,,,
N  21,6,9689.16,10380.47,11121.09,11914.56,12764.64,13675.37,,,,,,,,,,,,
N  22,6,5725.78,6554.22,7502.52,8588.04,9830.61,11252.96,,,,,,,,,,,,
N  23,6,3303.78,3326.28,3295.55,3204.79,3123.63,3080.18,,,,,,,,,,,,
N  24,6,6723.83,7473.43,8306.6,9232.66,10261.96,11406.01,,,,,,,,,,,,
N  25,6,5292.66,5759.41,6267.33,6820.03,7421.47,8075.96,,,,,,,,,,,,
N  26,6,9400.56,10361.18,11419.96,12586.94,13873.17,15290.84,,,,,,,,,,,,
N  27,6,5394.47,5702.47,5985.9,6209.11,6551.67,9517.01,,,,,,,,,,,,
N  28,6,12022.31,15727.54,16489.17,21571.08,22615.69,29585.78,,,,,,,,,,,,
N  29,6,3791.81,3760.87,3730.18,3699.75,3669.56,3639.62,,,,,,,,,,,,
N  30,6,5816.51,6150.64,6503.96,6877.58,7272.67,7690.45,,,,,,,,,,,,
N  31,6,7532.09,8344.97,9245.57,10243.38,11348.86,12573.66,,,,,,,,,,,,
N  32,6,5928.37,6556.27,7250.68,8018.63,8867.93,9807.17,,,,,,,,,,,,
N  33,6,4136.96,4304.23,4478.27,4659.35,4847.75,5043.77,,,,,,,,,,,,
N  34,6,8059.46,8299.75,8547.2,8802.02,9064.45,9334.7,,,,,,,,,,,,
N  35,6,3558.91,3592.94,3627.3,3661.98,3697,3732.35,,,,,,,,,,,,
N  36,6,3623.49,4409.32,5365.56,6529.19,7945.17,9668.23,,,,,,,,,,,,
N  37,6,1815.3,1551.9,1813.74,3771.69,3774.83,3227.09,,,,,,,,,,,,
N  38,6,8945.22,10330.36,11929.99,13777.32,15910.7,18374.43,,,,,,,,,,,,
N  39,6,3599.8,4095.63,4659.75,5301.57,6031.8,6862.6,,,,,,,,,,,,
N  40,6,2794.77,3815.73,4382.77,5983.86,6873.1,9383.94,,,,,,,,,,,,
N  41,6,5775.29,6554.83,7439.58,8443.76,9583.48,10877.04,,,,,,,,,,,,
N  42,6,4360.02,5019.08,5777.76,6651.12,7656.51,8813.86,,,,,,,,,,,,
N  43,6,8933.41,10588.12,12549.34,14873.83,17628.88,20894.24,,,,,,,,,,,,
N  44,6,4953.98,5265.61,5596.84,5948.9,6323.11,6720.86,,,,,,,,,,,,
N  45,6,5616.6,6151.63,6737.62,7379.42,8082.37,8852.28,,,,,,,,,,,,
N  46,6,5665.09,6004.06,6363.32,6744.07,7147.6,7575.28,,,,,,,,,,,,
N  47,6,4307.93,4362.54,4417.84,4473.84,4530.55,4587.99,,,,,,,,,,,,
N  48,6,4973.27,5981.75,7194.72,8653.66,10408.44,12519.05,,,,,,,,,,,,
N  49,6,5159.7,8946.51,7762.36,13459.32,11677.86,20248.48,,,,,,,,,,,,
N  50,6,5531.62,5844.38,6174.82,6523.95,6892.81,7282.53,,,,,,,,,,,,
N  51,6,4930.49,4824.12,4720.05,4618.22,4518.59,4421.11,,,,,,,,,,,,
N  52,6,6822.53,7810.58,8941.72,10236.68,11719.17,13416.36,,,,,,,,,,,,
N  53,6,8560.37,9611.11,10790.82,12115.34,13602.43,15272.06,,,,,,,,,,,,
N  54,6,6470.13,6645.16,6824.93,7009.57,7199.2,7393.96,,,,,,,,,,,,
N  55,6,3396.79,3616.13,3798.06,3951.24,4082.34,4196.52,,,,,,,,,,,,
N  56,6,5887.95,6446.08,7057.12,7726.08,8458.45,9260.24,,,,,,,,,,,,
N  57,6,4136.57,4575,5059.91,5596.21,6189.35,6845.37,,,,,,,,,,,,
N  58,6,4555.24,4820.48,5101.17,5398.19,5712.51,6045.13,,,,,,,,,,,,
N  59,6,4860.22,5025.91,5197.24,5374.42,5557.63,5747.09,,,,,,,,,,,,
N  60,6,6541.5,6517.39,6493.37,6469.44,6445.6,6421.84,,,,,,,,,,,,
N  61,6,8009.02,8448.94,8913.03,9402.61,9919.08,10463.91,,,,,,,,,,,,
N  62,6,7291.13,8030.07,8843.91,9740.23,10727.39,11814.59,,,,,,,,,,,,
N  63,6,5753.75,6378.45,7070.98,7838.69,8689.76,9633.24,,,,,,,,,,,,
N  64,6,2606.93,2718.62,2835.1,2956.57,3083.24,3215.34,,,,,,,,,,,,
N  65,6,5395.55,6033.42,6746.71,7544.32,8436.23,9433.58,,,,,,,,,,,,
N  66,6,6833.03,7582.84,8279.88,8955.68,9631.86,10323.58,,,,,,,,,,,,
N  67,6,4236.81,4271.81,4369.91,4508.78,4675.36,4862.05,,,,,,,,,,,,
N  68,6,6602.94,6863.16,7133.63,7414.77,7706.98,8010.71,,,,,,,,,,,,
N  69,6,4432.28,4416.12,4400.02,4383.98,4368,4352.08,,,,,,,,,,,,
N  70,6,3797.04,3993.51,4200.14,4417.47,4646.04,4886.43,,,,,,,,,,,,
N  71,6,6683.84,12739.42,11398.73,11263.28,11408.41,12523.55,,,,,,,,,,,,
N  72,6,7799.79,8188.77,8597.13,9025.87,9475.98,9948.55,,,,,,,,,,,,
N  73,6,7179.09,13680.02,14124.84,17031.84,32461.06,33517.8,,,,,,,,,,,,
N  74,6,4027.42,3911.57,3799.05,3689.76,3583.63,3480.54,,,,,,,,,,,,
N  75,6,6961.74,7921.72,9014.07,10257.05,11671.42,13280.83,,,,,,,,,,,,
N  76,6,5445.2,5019.39,7291.34,6721.16,9763.4,8999.9,,,,,,,,,,,,
N  77,6,4844.33,5388.14,5993.01,6665.77,7414.06,8246.34,,,,,,,,,,,,
N  78,6,5937.27,6440.94,6987.32,7580.06,8223.07,8920.64,,,,,,,,,,,,
N  79,6,8434.35,8991.75,9585.99,10219.5,10894.88,11614.9,,,,,,,,,,,,
N  80,6,5880.93,5902.94,5925.04,5947.22,5969.48,5991.83,,,,,,,,,,,,
N  81,6,9688.4,10814.55,11540.61,11726.64,11877.89,12471.6,,,,,,,,,,,,
N  82,6,3058.12,3071.75,2981.91,4991.26,3858.61,3875.8,,,,,,,,,,,,
N  83,6,2998.14,2947.39,2934.26,2952.31,2996.47,3062.79,,,,,,,,,,,,
N  84,6,5626.64,9270.37,9959.68,9839.29,11160.15,18387.3,,,,,,,,,,,,
N  85,6,6829.08,7301.02,7805.57,8344.98,8921.68,9538.23,,,,,,,,,,,,
N  86,6,8380.75,9584.41,10960.94,12535.17,14335.5,16394.39,,,,,,,,,,,,
N  87,6,2482.68,2422.27,2363.33,2305.83,2249.72,2194.98,,,,,,,,,,,,
N  88,6,3982.88,4430.27,4927.92,5481.48,6097.21,6782.11,,,,,,,,,,,,
N  89,6,5764.98,6182.32,6629.87,7109.81,7624.5,8176.45,,,,,,,,,,,,
N  90,6,9088.04,10024.21,10754.92,11343.26,11941.69,12687.61,,,,,,,,,,,,
N  91,6,4029.43,4445.8,4905.19,5412.05,5971.28,6588.3,,,,,,,,,,,,
N  92,6,4182.12,4501.39,4845.03,5214.9,5613.01,6041.52,,,,,,,,,,,,
N  93,6,4305.1,4903.15,5584.28,6360.02,7243.53,8249.78,,,,,,,,,,,,
N  94,6,10483.65,11696.59,13049.85,14559.69,16244.21,18123.63,,,,,,,,,,,,
N  95,6,2989.55,3042.26,3095.89,3150.47,3206.01,3262.53,,,,,,,,,,,,
N  96,6,7590.91,7888.29,8196.48,8516.27,8848.29,9193.13,,,,,,,,,,,,
N  97,6,4341.63,4555.72,4780.37,5016.09,5263.44,5522.98,,,,,,,,,,,,
N  98,6,1702.36,4313.95,3803.38,3684.48,3476.06,2381.29,,,,,,,,,,,,
N  99,6,3993.5,4114.27,4254.65,4389.94,4535.63,4682.38,,,,,,,,,,,,
N 100,6,2617.11,2696.56,2778.42,2862.77,2949.67,3039.22,,,,,,,,,,,,
N 101,6,5832.22,5940.42,6050.62,6162.86,6277.19,6393.63,,,,,,,,,,,,
N 102,6,2172.56,2215.04,2258.35,2302.51,2347.53,2393.43,,,,,,,,,,,,
N 103,6,4785.23,4750.71,4716.44,4682.41,4648.63,4615.1,,,,,,,,,,,,
N 104,6,4925.74,5233.7,5560.92,5908.6,6278.01,6670.52,,,,,,,,,,,,
N 105,6,7638.78,8016.12,8412.1,8827.64,9263.71,9721.31,,,,,,,,,,,,
N 106,6,4981.85,4903.86,4222.65,5340.48,5460.44,5374.96,,,,,,,,,,,,
N 107,6,251.81,272.99,256.69,313.98,289.3,320.8,,,,,,,,,,,,
N 108,6,5623.13,5820.21,6024.19,6235.33,6453.86,6680.06,,,,,,,,,,,,
N 109,6,3565.56,3483.08,3402.5,3323.78,3246.89,3171.78,,,,,,,,,,,,
N 110,6,5290.31,5712.59,6168.57,6660.95,7192.63,7766.75,,,,,,,,,,,,
N 111,6,8466.38,8555.69,8645.95,8737.15,8829.32,8922.46,,,,,,,,,,,,
N 112,6,8483.1,9361.72,10331.33,11401.37,12582.23,13885.4,,,,,,,,,,,,
N 113,6,38830.59,60186.7,93288.24,144595.03,224119.58,347381.16,,,,,,,,,,,,
N 114,6,1775.93,2686.85,3893.39,5148.2,7044.17,3234.81,,,,,,,,,,,,
N 115,6,2926.24,3473.65,4123.45,4894.82,5810.48,6897.43,,,,,,,,,,,,
N 116,6,4910.16,4884.46,4858.9,4833.46,4808.16,4782.99,,,,,,,,,,,,
N 117,6,9711.85,11040.24,12550.32,14266.95,16218.38,18436.73,,,,,,,,,,,,
N 118,6,5430.75,5430.75,5430.75,5430.75,5430.75,5430.75,,,,,,,,,,,,
N 119,6,7008.76,7136.24,7266.03,7398.19,7532.75,7669.76,,,,,,,,,,,,
N 120,6,8341.32,10549.5,13342.24,16874.29,21341.38,26991.02,,,,,,,,,,,,
N 121,6,2442.53,2931.06,2902.99,3093.66,3275.63,3362.96,,,,,,,,,,,,
N 122,6,8533.91,9210.64,9941.04,10729.36,11580.19,12498.49,,,,,,,,,,,,
N 123,6,3268.04,3268.04,3268.04,3268.04,3268.04,3268.04,,,,,,,,,,,,
N 124,6,9104.74,7123.3,11822.08,9249.27,15350.41,12009.74,,,,,,,,,,,,
N 125,6,4418.81,3823.38,3448.98,3556.23,3825.68,3925.46,,,,,,,,,,,,
N 126,6,4003.56,4312.77,4645.86,5004.68,5391.21,5807.59,,,,,,,,,,,,
N 127,6,4129,4129,4129,4129,4129,4129,,,,,,,,,,,,
N 128,6,9450.12,10771.94,12278.65,13996.11,15953.79,18185.3,,,,,,,,,,,,
N 129,6,4271.14,4271.14,4271.14,4271.14,4271.14,4271.14,,,,,,,,,,,,
N 130,6,4829.52,5051.16,5282.97,5525.42,5779,6044.22,,,,,,,,,,,,
N 131,6,4188,4909.53,5852.22,6996.62,8298.7,9811.9,,,,,,,,,,,,
N 132,6,8021.41,8642.79,9312.31,10033.69,10810.96,11648.43,,,,,,,,,,,,
N 133,6,8297.99,8692.05,9104.82,9537.19,9990.09,10464.5,,,,,,,,,,,,
N 134,6,8528.98,10054.05,11325.24,12613.35,14384.73,16742.2,,,,,,,,,,,,
N 135,6,6391.39,6391.39,6391.39,6391.39,6391.39,6391.39,,,,,,,,,,,,
N 136,6,5480.39,5480.39,5480.39,5480.39,5480.39,5480.39,,,,,,,,,,,,
N 137,6,3321.66,3321.66,3321.66,3321.66,3321.66,3321.66,,,,,,,,,,,,
N 138,6,5556.27,5566.07,5575.88,5585.7,5595.54,5605.41,,,,,,,,,,,,
N 139,6,3812.91,3746.98,3682.19,3618.52,3555.96,3494.47,,,,,,,,,,,,
N 140,6,4002.93,4622.77,5338.58,6165.25,7119.91,8222.4,,,,,,,,,,,,
N 141,6,8530.28,9502.26,10584.99,11791.08,13134.61,14631.22,,,,,,,,,,,,
